registration,raw_name,clean_name,category
84000028,Tsubosaka Dera Kushtha Sewa Pratishthan,tsubosaka dera kushtha sea pratishthan,0
83980002,Backward Class Girls Hostel,backward class girl hostel,0
83980062,Pakhar Sankul,pakhar annual,0
83980111,savitribai phule magasvargiya mahila mandal kurduwadi,savitribai thule magasvargiya manila mandal kurduwadi,0
83980091,Solapur Zilla Magas Samaj Seva Sanshodhan Sanstha,solar villa maas samaj sea sanshodhan spanish,0
83980069,Sri. Rajeev Gandhi Shaikshanik Bahuddeshiya Vikas Charitable Trust,sri rajeev gandhi shaikshanik bahuddeshiya vikas,0
83980041,Tree Fund,tree fund,0
83970063,Dutta Samajik Seva trust,outta samurai sea,0
83970040,Gramparivartan Prabhodhnini Katgun,gramparivartan prabhodhnini katgun,0
83970010,M.m. Willis F. Pierce Memorial Hospital,willis f pierce memorial hospital,0
83970065,Raghukul Education Society,raghukul,0
83970053,SAMATA SHIKASHAN PRASARAK MANDAL,samara shikashan prasarak mandal,0
83970050,SAWALI SAMAJIK PRATISTHAN SATARA,sawali samurai pratisthan sahara,0
83970030,Shramik Janata Vikas Sanstha,shrink janata vikas spanish,0
83970056,SIDDHI VIKAS SANSTHA,sindhi vikas spanish,0
83970071,Sou Devibai Narayandas Chhabada Rural Education Society,sou deviate narayana chhabada,0
83970048,Yashwant Shikshan Sanstha  Surur,ashanti shikshan spanish surur,0
83960131,JANASEVA VISHWASTA MANDAL,janaseva vishwasta mandal,0
83960070,Kasegaon Education Society,kasegaon,0
83960094,Miraj Vidya Samiti,minaj vidya samiti,0
83960093,PARVEEN EDUCATION SOCIETY’S,present,0
83960065,Pathak Vishwastha Nidhi (trust),pathak vishwastha nidhi,0
83960109,SANT DNYANESHWAR SHIKSHAN SANSTHA,sant dnyaneshwar shikshan spanish,0
83960085,Shri Umajirao Sanamadikar Medical Foundation Jath,shri umajirao sanamadikar medical path,0
83960107,Walwa Taluka Boudh Society Walwa,walla taluka boudh walla,0
83990185,aarambh,anagram,0
83990234,AKSHAYASHAKTI WELFARE ASSOCIATION,akshayashakti,0
83990285,Amrit Vela Trust,amrit vela,0
83990204,ANUGRAH SEWA MANDAL,anagram sea mandal,0
83990034,Aqsa Educational Society,aqsa,0
83990248,ARCHANA PUBLIC TRUST AND HEALTH SERVICES,archaea public health service,0
083990175,BETHEL CHARITABLE SOCIETY OF INDIA,bethel,1
83990163,Bhagini Nivedita Utkarsha mandal,hang nivedita utkarsha mandal,0
83990229,CHILD HELP FOUNDATION,child help,0
83990205,CREATIVE GROUP,creative group,0
83990233,D’Souza Educational and Charitable Trust,souza,0
83990174,DARGAH HAJI BAKHTAR BABATRUST,dargah haji akhtar barbarous,0
83990270,Developed Nation Network Trust,develop nation network,0
83990271,DNYANKAMAL SHIKSHAN SANSTHA,dnyankamal shikshan spanish,0
83990149,EASOW MAR TIMOTHEOUS MEMORIAL WELFARE CENTRE,eason mar timotheous memorial,0
83990286,ETHNIC SCIENCE FOUNDATION,ethnic science,0
83990236,GLOBAL VISION,global vision,0
083990064,Good Samaotan Ministries In India,good samaritan ministry,1
83990230,Green Yatra Trust,green yatra,0
83990052,Janani Ashish Charitable Trust,janani ashish,0
83990279,Jeev Daya Sansthan,jeep day samantha,0
83990069,Kaushalya Medical Foundation,kaushalya medical,0
83990245,Kshamata,samantha,0
83990189,LIONS CLUB OF AIROLI CHARITABLE TRUST,lion club aioli,0
83990242,Lokseva welfare Trust,lokseva,0
83990260,MAHARASHTRA BALVIKAS MAJDUR WELFARE SEVA SANGH,maharashtra balkan major sea sangh,0
83990257,MALANAD EDUCATIONAL AND WELFARE ASSOCIATION,malanad,0
83990129,Mundewadi Ayurvedic Research and Charitable Trust,mundewadi ayurvedic research,0
83990212,Nirdhar Pratishthan,mihdhar pratishthan,0
83990243,NIRMAL SEVA MAHILA SANSTHA,normal sea manila spanish,0
83990087,Opk Educational & Charitable Trust,ok,0
83990251,PREM SEVA MAHILA MANDAL KALYAN,prem sea manila mandal kalyan,0
83990172,Rotary Charitable Trust Ambarnath,rotary ambarnath,0
83990209,Sahiyara Medicare Foundation Trust,saharan medicare,0
83990126,Saket Gyanpeeths Saket Vidyanagri,sake gyanpeeths sake vidyanagri,0
83990246,SAPTASHRUNGI SHIKSHAN PRASARRAK MANDAL,saptashrungi shikshan prasarrak mandal,0
83990220,SARYAJANI MAHILA UTKARSH SANSTHA,saryajani manila guitar spanish,0
83990250,SAU LAXMIBAI SHAIKSHANIK SAMAJIK ADIVASEE UNNATI SANSTHA,say laxmibai shaikshanik samurai adivasee spanish,0
83990269,Shree Gurudev Bahuddeshiy samajik Sanstha,shree guard bahuddeshiy samurai spanish,0
83990218,SHREE HIMALAY BHUMIDEEP TRUST,shree himalaya bhumideep,0
83990062,Shree Peter Memorial Trust Satpala,shree peter memorial spatial,0
83990081,Shree Swami Samartha Seva Mandal  Dombivli (e),shree swami samantha sea mandal dombivli e,0
83990227,Shri Akkalkot Swami Seva Mandal,shri akkalkot swami sea mandal,0
83990239,SIDDHIVINAYAK FOUNDATION CHARITABLE TRUST,siddhivinayak,0
083990040,Sisters Of Our Lady Of Fatima,sister lady fatima,1
83990254,SWA SAWARKAR EDUCATIONAL SANSTHA,swa sawarkar spanish,0
83990060,Swami Brahmanand Pratisthan,swami brahmanand pratisthan,0
83990147,SWAMI SHANTI PRAKASH ASHRAM TRUST,swami shanti prakash ashram,0
83990247,SWAMI VIVEKANANDA EDUCATIONAL PRATISHTHAN,swami vivekananda pratishthan,0
83990110,The Blind Association,blind,0
083990048,The Church Of  The Infant Jesus,church infant jesus,1
83990261,VANAPRASTHA ASHRAM Formerly Senior Citizens Settlement Foundation,vanaprastha ashram formerly senior citizen settlement,0
83890067,Gramin Vikas Bahauddeshiya Samaj Seva Society Karanji,grain vikas bahauddeshiya samaj sea karanji,0
83890096,Jaiprakash Gram Kalyan Sanstha,jaiprakash gram kalyan spanish,0
83890056,Jankranti Shikshan Prasarak Mandal,jankranti shikshan prasarak mandal,0
83890020,Late Ulhas Memorial Trust,late ulhas memorial,0
83890090,Muktai Pratishthan,muktai pratishthan,0
83890078,MUSLIM YOUTH WELFARE ASSOCIATION,muslim youth,0
83890008,Sandhya Chaya Vrudhaashram,sandhya chaya vrudhaashram,0
83890093,VANSHREE SAMAJIK SANSKRUTIK VA GRAMIN VIKAS SANSTHA,vanish samurai sanskrutik va grain vikas spanish,0
83840044,AADHAR BAHUUDESHIYA SANSTHA,canada bahuudeshiya spanish,0
83840011,Bhagini  Mandal  Chopda,hang mandal chopra,0
83840047,Bhagini Nivedita Gramin vigyan Niketan,hang nivedita grain vigyan tibetan,0
083840004,Maharashtra Bible College,maharashtra bible college,1
83840007,Rastriya Vigyan Manch,rastriya vigyan march,0
84080003,Mahila Utkarsh Pratisthan,manila guitar pratisthan,0
84080009,mukund education society,mukund,0
084070006,Sawantwadi Catholic Association,sawantwadi catholic,1
84060022,Bhukamp Grastha Bahuudeshiya Vikas Pratishthan,bhukamp grastha bahuudeshiya vikas pratishthan,0
84060013,Manav Vikas Mandal,mana vikas mandal,0
84060031,SEVALAL MAGAS SAMAJ SEVA SHIKSHAN SANSTHA,several maas samaj sea shikshan spanish,0
84050030,ANJUMAN ISHAT-E-TALEEM  OLD JALNA  JALNA,neumann ishaq e taleem old jana jana,0
84050028,MADHYAM GROUP YUVA KRIDA AND SANSKRUTIK MANDAL,madhya group uva frida sanskrutik mandal,0
84050029,MAHARASHTRA EDUCATION SOCIETY,maharashtra,0
84050022,Satyadeep Mahila Mandal,satyadeep manila mandal,0
84050027,Sheti Va Shetkari Vikas Bahuuddeshiya Sanstha,seti va shear vikas bahuuddeshiya spanish,0
83790052,JAIN MAHILA MANDAL,jain manila mandal,0
83790040,JIJAU MAHILA BAHUUDDESHIYA SHIKSHAN SANSTHA AMBETAKLI,jijau manila bahuuddeshiya shikshan spanish ambetakli,0
83790030,Shri Laxminarayan Shaikshanik Bahuuddeshiya Gramvikas Sanstha,shri laxminarayan shaikshanik bahuuddeshiya gravitas spanish,0
083790038,St Lukes community health and Development centre Buldana,st luke community health juliana,1
84020008,Marathi Vidnyan Parishad,marathi vidnyan parishad,0
84020006,Rajhans Pratishthan,rahman pratishthan,0
83780004,SISA-Social Welfare Services,visa service,0
84020005,SMT. PUTUNNA DEVI RAJNARAYAN BHARATI CHARITABLE TRUST,smt putnam devi rajnarayan bharati,0
84020007,SOCIETY OF PARENTS OF CHILDREN WITH AUTISTIC DISORDERS,parent child autistic disorder,0
83740097,ALL INDIA MUSLIM WOMENS SOCIAL WELFARE AND EDUCATION ASSOCIATION,muslim woman,0
83740066,Ashwamegh Gramin Panlot Kshetra Vikas Va Shaikshanik sanstha,ashwamegh grain panlot kshetra vikas va shaikshanik spanish,0
83740025,DIVYA SADAN SOCIAL CENTRE WADALI,divya sadan wadali,0
83740072,Friends Welfare Society,friend,0
83740021,Holy Cross Home For Babies,holy cross home baby,0
83740014,Leprosy Relief Rehablitation Centre,leprosy relief rehabilitation,0
083740009,Roman Catholic Church Mission,roman catholic church mission,1
083740024,Sisters Of The Cross,sister cross,1
83740034,The Blind Welfare Society,blind,0
83740094,THE DEAF AND DUMB RELIEF ASSOCIATION,deaf dumb relief,0
83950028,Alli & Bhagwanji Foundation,alli bhagwanji,0
83950025,Bazme-Urdu Adab,bazme urdu adab,0
83950009,District Probation Aftercare Association Remand Home,district probation aftercare remand home,0
83950038,HERITAGE CULTURE ART AND EDUCATION DEVELOPMENT SOCIETY,heritage culture art,0
83950030,Panchsil Charitable Trust,panchsil,0
83950022,Parivartan,parivartan,0
83950042,Rajapur Taluka Education Society Rajapur,rapture taluka rapture,0
83950026,Ratnagiri Education Society's R.P. Gogate of Arts & Science & R.V. Jogalekar College Ratnagiri,ratnagiri r p gate art science r v jogalekar college ratnagiri,0
83950014,Sandipani Gurukul,sandipani gurukul,0
83950017,Shramik Sahayog    (R.Z.G.Vikas Prakalp),shrink sahayog r z g vikas prakalp,0
83950035,Yash Sneha Trust,yash sneha,0
83770032,Ashwaling Sevabhavi Sanstha,ashwaling sevabhavi spanish,0
83770084,HEALTH CARE COMMUNITY OF POSITIVE PEOPLES AMBAJOGAI TQ AMBAJOGAI DIST BEED,health care community positive people ambajogai tq ambajogai dist beed,0
83840006,Indira Gram Sudhar Sanstha BEED,indira gram sudhar spanish beed,0
83770076,LOKSHAHIR ANNABHAU SATHE BAHU UDDESHIYA SEVA BHAVI SANSTHA,lokshahir annabhau swathe bahu uddeshiya sea bhavi spanish,0
83770080,NISARG VIKAS BAHUDDESHIYE SEVABHAVI SANSTHA,nascar vikas bahuddeshiye sevabhavi spanish,0
83770082,SALAM EDUCATIONAL AND OTHER WELFARE SOCIETY,salam,0
83770018,Shramik Manch Gramin Vikas Kendra,shrink march grain vikas kendra,0
83770091,SHREE AMOLAK JAIN VIDYA PRASARAK MANDAL,shree alaska jain vidya prasarak mandal,0
83770068,SHREE ASHTAVINAYAK SHIKSHAN PRASARAK MANDAL,shree ashtavinayak shikshan prasarak mandal,0
83770019,Shri Samarth Shikshan Prasarak Mandal,shri samarth shikshan prasarak mandal,0
83770058,Ujjwal Pratishthan Ambajogai,ujjwal pratishthan ambajogai,0
83770047,VASANT RAO NAIK SHIKSHAN SANSTHA,vacant rao naik shikshan spanish,0
83770006,Vidya Bhavan,vidya bhavan,0
83930512,ADITYA PRATISHTHAN,caput pratishthan,0
83930494,Akhil Maharastra Education Society,akhil maharashtra,0
83930681,ALL INDIA SHRI SHIVAJI MEMORIAL SOCIETY,shri shivaji memorial,0
83930476,Ambegaon Taluka Vidya Vikas Mandal,ambegaon taluka vidya vikas mandal,0
83930618,Andh Adiwasi Samaj Dharmashala,adiwasi samaj dharmashala,0
83930474,Annapurna Yuvak Krida Mandal and Vayamshala Phursungi,annapurna yuvak frida mandal vayamshala pursue,0
83930577,Apang Rojgar Udyog And Tantrik Prashikshan Kendra,pang regard young tantric prashikshan kendra,0
83930327,Appropriate Rural Technology Institute,appropriate technology institute,0
83930636,APT Research Foundation,apt research,0
83930595,Arihant Education Foundation,arihant,0
83930416,Arogyaseva Medical Academy of India,arogyaseva medical academy,0
83930153,Ashwood Memorial Hospital,ashwood memorial hospital,0
83720124,Association for the Advancement of Education in India,advancement,0
83930073,Association Of The Friends Of German,friend german,0
83930711,Ayodhya Charitable Trust,ayodhya,0
83930187,Bal Kalyan Sanstha,bal kalyan spanish,0
83930662,Bansilal Ramnath Agarwal Charitable Trust,basilica ramnath agarwal,0
83930507,BAPPA PRATISHTHAN,zappa pratishthan,0
083930498,BERECHIAH MINISTRIES,berechiah ministry,1
83930675,BHAASHAA FOUNDATION,hashanah,0
83930305,Bharitya Itihas Sanklan Samiti,itihas oakland samiti,0
083930641,BIBLE FELLOWSHIP CENTER  WAGHOLI,bible fellowship center warhol,1
83930666,BLIND REVIVAL DEVELOPMENT ASSOCIATION,blind revival,0
83930434,Borderless World Foundation,borderless world,0
83930649,CARE FOUNDATION,care,0
083930110,Carmel Sewa Kendra,carmel sea kendra,1
83930087,Centre For Dev Studies & Activities,dev study activity,0
83930620,Chaitanya Mahila Mandal,catalunya manila mandal,0
83930359,Community Aid & Sponsorship Programme,community aid sponsorship programme,0
83930738,Deepastambha Charitable Trust,deepastambha,0
83930286,Development Education (international) Society,international,0
83930298,Dr. Hedgewar Smarak Seva Nidhi,dr headgear smarak sea nidhi,0
83930640,DURGADEVI CHARITABLE TRUST,durgadevi,0
83930369,Dyan Deep Jankalyan Foundation,dyan deep jankalyan,0
83930605,Ela Foundation,ela,0
83930678,Excellence Dhyas Foundation,excellence dryas,0
83930671,Falak Education Society,falk,0
83930612,Friends Of Children,friend child,0
83930570,GEETA DHARMA MANDAL,geeta dharma mandal,0
83930710,GIRIPREMI,giripremi,0
83930590,Global Research Education and Training Foundation,global research training,0
083930485,Grace Education Foundation,grace,1
83930102,GRANT MEDICAL FOUNDATION,grant medical,0
83930103,Helping Hands Poona,help hand poona,0
83930650,Hirabai Cowasji Jehangir Medical Research Institute,hirabai ecowas jehangir medical research institute,0
147120176,Holy Mission Of Guru Nanak,holy mission guru nanak,0
83930638,Identity Foundation,identity,0
83930109,Indian Institute Of Education,indian institute,0
83930561,INDIAN SCHOOL OF POLITICAL ECONOMY THAT IS BHARATIYA ARHTHAVIJNANAVARDHINI,indian school political economy bharatiya arhthavijnanavardhini,0
83930261,INDIAN SOCIETY FOR SOCIAL ACTION,indian action,0
83930362,Institute For Women Entrepreneurial Development,institute woman entrepreneurial,0
83930643,INTERNATIONAL LONGEVITY CENTRE INDIA,international longevity,0
83930667,JAI HIND SINDHU EDUCATION TRUST,jai hind sindhu,0
83930238,Jan Seva Foundation,jan sea,0
231650452,Janarth,january,0
83930351,Janvikas Pratishthan,janvikas pratishthan,0
083930266,John Paul Slum Development Project,john paul slum project,1
83930568,KAI USHATAI LOKHANDE CHARITABLE TRUST,kai sustain blockade,0
83930465,Karunalaya Trust,karunalaya,0
83930184,Karve Institute Of Social Service,carve institute,0
83930447,Kayakalpa,kayakalpa,0
83930719,Keshav Sita Memorial Foundation Trust,keshav sita memorial,0
83930515,Lions Club of Poona Sarusbaug,lion club poona sarusbaug,0
83930528,LOKMANYA MEDICAL RESEARCH CENTRE,lokmanya medical research,0
83930403,M/s Vedic Heritage,vedic heritage,0
83930284,MAHARASHTRA ACADEMY OF ENGINEERING AND EDUCATIONAL RESEARCH PUNE,maharashtra academy engineering research pune,0
083930241,Maharashtra Fellowship For Deaf,maharashtra fellowship deaf,1
83930464,Maharashtra Medical Research Society,maharashtra medical research,0
83930655,MAHILA UNNATI KENDRA,manila kendra,0
83930473,MAITRI,maitri,0
83930613,MANGALYA SHIKSHAN PRASARAK  SANSTHA,mangalya shikshan prasarak spanish,0
83930107,Margaret Medical Foundation,margaret medical,0
83930571,MIRAKANJ FOUNDATION,mirakanj,0
83930730,Mitramandal Education Society,mitramandal,0
83930557,moving academy of medicine and biomedicine,move academy medicine biomedicine,0
83930363,National Centre For Advocacy Studies,national advocacy study,0
83930707,NATIONAL HUMAN RESOURCE DEVELOPMENT ORGANIZATION,national human resource organization,0
83930647,NAV BHARAT VIKAS FOUNDATION,nav bharat vikas,0
83930582,Niramay,ramsay,0
83930689,NISARG JAGAR PRATHISTHAN,nascar jaguar prathisthan,0
83930728,NITYAASHA FOUNDATION,nityaasha,0
83930609,P K FOUNDATION,p k,0
83930519,Parisar Sanrakshan Sanvardhan Sanstha,parisar sanrakshan sanvardhan spanish,0
83930634,Persistent Foundation,persistent,0
83930733,Poveda Foundation,move,0
83930673,Pradnya Niketan Education Society,pravda tibetan,0
83930449,Prashanti Cancer Care Mission,prashanti cancer care mission,0
83930277,Prof. Yamato Kawakam Fdn.,prof yamato kawakam fdn,0
83930669,Pt. DEENDAYAL VIKAS VAHINI,pt deendayal vikas vahini,0
83930396,Pune Heart Brigade,pune heart brigade,0
83930275,Pune Vidyarthi Griha,pune vidyarthi griha,0
83930556,RADHA MEDICAL TRUST,radha medical,0
83930290,Renuka Mahajan Trust,arena mahajan,0
83930527,Roatry Club Of Pune Laxmi Road Charitable Trust,rotary club pune laxmi road,0
83930654,ROTARY CLUB OF  PUNE RIVERSIDE CHARITABLE TRUST,rotary club pune riverside,0
83930604,ROTARY CLUB OF PUNE KATRAJ CHARITABLE TRUST,rotary club pune katraj,0
83930708,ROTARY CLUB OF PUNE WESTEND CHARITABLE TRUST,rotary club pune westend,0
83930578,S N Shirke Charitable Foundation,n shire,0
83930700,Sahyadri medical and education foundation,sahyadri medical,0
83930323,Sahyog Nirmiti,say nimitz,0
83930466,Samta Shikshan Sanstha,santa shikshan spanish,0
83930735,Sankalp vyakti vikas sanstha,scandal yakima vikas spanish,0
83930721,SARASWATI  EDUCATIONAL SOCIETY,saraswati,0
83930406,Sarvesham Seva Sangh,faversham sea sangh,0
83930523,Saudamini ( Network of Positive Women and children ),saudamini network positive woman child,0
83930563,Savali Seva Trust,savali sea,0
83930731,SHIKSHANA PRASARAKA MANDALI PUNE,shikshana prasaraka mandali pune,0
83930642,Shri Devdeveshwar Sansthan Parvati and Kothrud,shri devdeveshwar samantha parvati kothrud,0
83930504,Shri Kurunjai Mata Charitable Trust,shri kurunjai mata,0
83930714,SHRI RAMKRUSHNA ADHYATMIK KALA KRIDA SHAISHNIK SAMAJIK PRATISHTAN,shri ramkrushna adhyatmik kala frida shaishnik samurai pratishtan,0
83930522,Shri Sai Seva Pratishthan,shri sai sea pratishthan,0
83930586,Shrimant Dagaduseth Halwai Sarvajanik Ganpati Trust Pune,sherman dagaduseth hawai sarvajanik grandpa pune,0
83930674,SHYAMCHI AAI FOUNDATION,shyamchi aai,0
83930639,Siddhi Mahila Gruh Udyog Prashikshan Sanstha,sindhi manila grub young prashikshan spanish,0
83930680,Sneh Foundation,snes,0
83930694,SNEH KSHITIJ,snes kshitij,0
83930373,Social Action for Association and Development (SAAD),action saad,0
83930696,Span Welfare Charitable Trust,span,0
83930722,STEP UP FOUNDATION,step,0
83930060,Stree Adhar Kendra,street azhar kendra,0
83930554,Suprabhat Mahila Mandal,suprabhat manila mandal,0
83930644,SURAJ FOUNDATION,suraj,0
083930361,The Apostles Of The Trinity,apostle trinity,1
83930488,The Nav Maharastra Community Foundation,nav maharashtra community,0
083930053,The Poona Diocesan Educational Society,poona diocesan,1
83930227,The Pune Seva Sadan Societys Dilasa Kendra,pune sea sadan dallas kendra,0
83930716,THE SOCIETY FOR POLYMER SCIENCE INDIA,polymer science,0
83930267,Umed Pariwar,use partial,0
083930168,United Theological Seminary Of M.S.,united theological seminary,1
83930658,UPLIFT INDIA ASSOCIATION,uplift,0
83930565,VANITASHRAY,vanitashray,0
83930724,VASUDHA BAHUUDDESHIYA SEVABHAVI SANTHA,vasudha bahuuddeshiya sevabhavi santa,0
83850013,Vidya Jyoti Institute Of Education,vidya jyoti institute,0
83930318,Vidya Vinaya Sabha,vidya vinaya sabha,0
83930598,Vimal Foundation,vital,0
83930672,work for equality,work equality,0
83930665,Yash Education Society,yash,0
83930382,Yeshwantrao Chavan Academy of Development Administration,yashwantrao chavan academy administration,0
83930594,YUG PARIVARTAN BAHUUDDESHIYA SAMAJIK SANSTHA,yug parivartan bahuuddeshiya samurai spanish,0
83930679,Zest Youth Movement,zest youth movement,0
125410038,Gharib Nawas Mahila Evam Bal Kalyan Samiti,gharib nawaz manila exam bal kalyan samiti,0
125410057,GRAMIN VIKAS AVAM SWASTHYA SHODH SANSTHAN KALANADA,grain vikas adam swasthya shodh samantha kannada,0
125410056,Kalyani Rural Development Foundation,kalyani,0
125410011,Social Work and Research Centre,work research,0
125410024,Society for Education Conscientisation Awareness & Training,conscientisation awareness training,0
125480014,Dantour Vikas Sarvajanik Punyarth Trust,mansour vikas sarvajanik punyarth,0
125480022,Natansh Sansthan,nation samantha,0
125480021,NAV YUG VIKAS AND ANUSANDHAN SANSTHAN,nav yug vikas anusandhan samantha,0
125500009,MANNA TRUST,manna,1
125500008,Mewar University,mewar university,0
125560273,Academay for Socio Legal Studies,academy socio legal study,0
125560178,Awareness Training and Motivation for Action(ATMA),awareness training motivation action atma,0
125560258,CCS National Institute of Agricultural Marketing,ccs national institute agricultural marketing,0
125560261,Centre for Environment and Development Studies Jaipur,environment study jaipur,0
125560295,eco craft development society,eco craft,0
125560114,Gandhi Vikas Samiti ,gandhi vikas samiti,0
125560206,Girijan Swaichiik Sansthan (G.S.S),iranian swaichiik samantha g,0
125560186,Gokhale Shikshan Sansthan,goalie shikshan samantha,0
125560096,Gramin Vikas evam Takniki Shiksha Sanstha,grain vikas exam waikiki shiksha spanish,0
125560288,GULSHAN CHARITABLE TRUST,gulshan,0
125560279,HARE KRISHNA MOVEMENT JAIPUR,hare krishna movement jaipur,0
125560107,Health and Social Development Research Centre,health research,0
125560150,Indian Gerontological Association,indian gerontological,0
125560276,Indo French Cultural Society,indo french cultural,0
125560171,Jaipur Virasat Foundation,jaipur vibrant,0
125560068,Jaipur World City Society,jaipur world city,0
125560117,Kukti Dhara Sansthan,kukti dhara samantha,0
125560264,mgd girls public school society,mid girl public school,0
125560299,National Institute of Developmental Studies and Action NIDS-SATYA,national institute developmental study action nids satya,0
125560181,National Institute of Rural Affairs Samiti,national institute affair samiti,0
125560260,Poddar Sansthan,polar samantha,0
125560057,Prachin Kathpuli Kalan Sansthan,prachin kathpuli alan samantha,0
125560195,Pragya Chaitanya Foundation Trust,pragya catalunya,0
125560285,PRATHAM RAJASTHAN TRUST,graham rajasthan,0
125560302,PRINCESS DIYA KUMARI FOUNDATION SOCIETY,princess diya kumari,0
125560269,RAIKA EDUCATION CHARITABLE TRUST,raika,0
125560124,Rajasthan Abhyudaya Sanstha,rajasthan abhyudaya spanish,0
125560217,RAJASTHAN HUMAN CARE FOUNDATION,rajasthan human care,0
125560058,Rajasthan Voluntary Health Association,rajasthan voluntary health,0
125560167,Samajik Arithik Vikas Samiti,samurai arithik vikas samiti,0
125560085,Santokba Durlabhji Trust,manitoba durlabhji,0
125560307,Saraswati Jain Sewa Samiti,saraswati jain sea samiti,0
125560125,Self Development Institute Society,self institute,0
125560013,Shri Amar Jain Medical Relief Society,shri amar jain medical relief,0
125560284,Shri Ganesh Foundation For Education and Research,shri ganesh research,0
125560300,Shri Khandelwal Vaishya Mahasabha Higher Education Fund,shri khandelwal vanish mahasabha high fund,0
125560077,Social Welfare Charitable Trust,Blank,0
125560241,Society For Universal Welfare,universal,0
125560298,Sri Dantatraya Naga Aashram Trust,sri dantatraya naga aashram,0
125560073,Swa-Sahyog Sanstha,swa say spanish,0
125540018,MANSI JAN KALYAN SEVA SANSTHAN,man jan kalyan sea samantha,0
125540007,S.K. Sewa Samiti,k sea samiti,0
125540001,Shri Jagdamba Andh Vidyalaya Samiti,shri jagdamba vidyalaya samiti,0
125530013,Jagran Jansewa Mandal,jagran swansea mandal,0
125570015,Tawri Vikas Evam Sewa Sansthan,tawri vikas exam sea samantha,0
125710007,Aryan Sansthan,aryan samantha,0
125710004,Institute for Rural Development and Tecnical Research,institute technical research,0
125710002,Mahila Udyog Prashikshan Simiti Baran,manila young prashikshan simiti baran,0
125710005,Shree Mahaveer Gaushala Kalyan Sansthaan,shree mahaveer gaushala kalyan sansthaan,0
125650009,Arogya Health Care Research Sansthan,royal health care research samantha,0
125700002,Society To Initiate Knowledge Sanitation and Health Awareness SIKSHA,initiate knowledge sanitation health awareness siksha,0
125700001,TULSI SHIKSHA SAMITI,tulsi shiksha samiti,0
125620008,Kamalnishtha Sansthan,kamalnishtha samantha,0
125420023,Akhil Bhartiya Gramin Uthan Samiti,akhil bharatiya grain samiti,0
125420052,BHARTHARI SEWA SAMITI,bharthari sea samiti,0
125420011,Chetana Sansthan,chetana samantha,0
125420051,SHRI KISHAN LAL SHASTRI DHARAMARTH GOSHALA SAMITI,shri kishan lal shastri dharamarth hoysala samiti,0
125420010,Upkar Sansthan,upkar samantha,0
125690064,Alert Sansthan,alert samantha,0
125690039,Bhartiya Lok Kala Mandal,bharatiya lok kala mandal,0
125690118,INDIAN INSTITUTE OF MANAGEMENT UDAIPUR,indian institute management udaipur,0
125690072,Manav Rozgar Kshamta Vikas Sansthan,mana regard kshamta vikas samantha,0
125690105,Rajputana Society of Natural History,rajputana natural history,0
125690094,Rashtriya Guni Mission,rashtriya guni mission,0
125690028,Ubeshwar Vikas Mandal Samiti,peshawar vikas mandal samiti,0
125690123,UDAIPUR MAHILA & BAL VIKAS SAMITI,udaipur manila bal vikas samiti,0
125690120,VIDYA BANDHU FOUNDATION,vidya bandhu,0
125690038,Vikas Sansthan,vikas samantha,0
125680013,CENTER FOR RURAL PROSPERITY AND RESEARCH (CRPR),center prosperity research cpr,0
125680015,EKLAVAYA DEVELOPMENT SOCIETY,eklavaya,0
125680014,Samuhik Vikas Sansthan,samurai vikas samantha,0
125600019,RADHIKA SEWA SANSTHAN,radhika sea samantha,0
125600016,SALAWAD EDUCATION DEVELOPMENT SOCIETY,salad,0
125670016,PRAYAS SANSTHA,prays spanish,0
125470001,Emmanuel Evangelical Mission,emmanuel evangelical mission,1
125470004,Mewar Sewa Sansthan,mewar sea samantha,0
125440016,NAVJEEVAN SANSTHAN BANSWARA,navjeevan samantha banswara,0
125440009,PROGRESS,progress,0
125640010,Desert Documentation Center of India Sansthan  Jaitaran,desert documentation center samantha jaitaran,0
125630008,Jain vishva Bharati,jain vishva bharati,0
125630015,KRISHAK SEWA SANSTHAN,krishak sea samantha,0
125450011,Shilpi Sansthan,shilpi samantha,0
125610085,LIFE TO LIFE SANSTHAN,life life samantha,0
125610058,Marudhar Ganga Society,marudhar ganga,0
125610017,The School of Desert Sciences,school desert science,0
125610020,URMUL MARUSTHALI BUNKAR VIKAS SAMITI,rule marusthali bunker vikas samiti,0
231661511,AIDMATRIX FOUNDATION,aidmatrix,0
231660942,AKHIL BHARTIYA FAUJI MANAV KALYAN SEVA SANSTHA,akhil bharatiya fuji mana kalyan sea spanish,0
231661161,AKHIL BHARTIYA MAJDOOR SHIKSHA SEWA SAMITI,akhil bharatiya major shiksha sea samiti,0
231661409,AKRITI,martin,0
231650608,All India Centre Urban & Rural Development,urban,0
231661500,ALL INDIA CONFEDERATION FOR WOMENS EMPOWERMENT THROUGH EDUCATION,confederation woman empowerment,0
231661190,All India Educational Movement,movement,0
231660934,ALL INDIA ISLAHE ANJUMAN SIDDIQUI,islahe neumann siddiqui,0
231661162,ALL INDIA MARWARI YUVA MANCH,marwari uva march,0
231661365,ALL INDIA ST MARTHA EDUCATION SOCIETY,st martha,1
231661205,Allama Rafiq Trust,llama rafiq,0
231661369,ANAND DHAM,anand dham,0
231661558,ANANDA YOG ASHRAM TRUST,ananda yog ashram,0
231661544,Anmol Educational and Social Welfare Society,anmol,0
